Mean_AccelX,Variance_AccelX,Mean_AccelY,Variance_AccelY,Mean_AccelZ,Variance_AccelZ
3.5744878666666664,9.089710514661961,3.5744878666666664,9.089710514661961,3.5744878666666664,9.089710514661961
3.4148972124888886,8.98963602301431,3.4148972124888886,8.98963602301431,3.4148972124888886,8.98963602301431
3.4148972124888886,8.98963602301431,3.4148972124888886,8.98963602301431,3.4148972124888886,8.98963602301431
3.2215370289777776,8.541899763646937,3.2215370289777776,8.541899763646937,3.2215370289777776,8.541899763646937
3.2215370289777776,8.541899763646937,3.2215370289777776,8.541899763646937,3.2215370289777776,8.541899763646937
3.0297954970222216,8.339783216472641,3.0297954970222216,8.339783216472641,3.0297954970222216,8.339783216472641
3.0297954970222216,8.339783216472641,3.0297954970222216,8.339783216472641,3.0297954970222216,8.339783216472641
2.821317309333333,8.098564652419698,2.821317309333333,8.098564652419698,2.821317309333333,8.098564652419698
2.821317309333333,8.098564652419698,2.821317309333333,8.098564652419698,2.821317309333333,8.098564652419698
2.6275498147555547,7.993732613049307,2.6275498147555547,7.993732613049307,2.6275498147555547,7.993732613049307
2.6275498147555547,7.993732613049307,2.6275498147555547,7.993732613049307,2.6275498147555547,7.993732613049307
2.3732521268444438,8.683857770664844,2.3732521268444438,8.683857770664844,2.3732521268444438,8.683857770664844
2.3732521268444438,8.683857770664844,2.3732521268444438,8.683857770664844,2.3732521268444438,8.683857770664844
2.116452404044444,9.176299001512259,2.116452404044444,9.176299001512259,2.116452404044444,9.176299001512259
2.116452404044444,9.176299001512259,2.116452404044444,9.176299001512259,2.116452404044444,9.176299001512259
1.8831760385777767,9.630186350031915,1.8831760385777767,9.630186350031915,1.8831760385777767,9.630186350031915
1.8831760385777767,9.630186350031915,1.8831760385777767,9.630186350031915,1.8831760385777767,9.630186350031915
1.6994325517777773,10.007003944341326,1.6994325517777773,10.007003944341326,1.6994325517777773,10.007003944341326
1.6994325517777773,10.007003944341326,1.6994325517777773,10.007003944341326,1.6994325517777773,10.007003944341326
1.494799985,10.976311100479693,1.494799985,10.976311100479693,1.494799985,10.976311100479693
1.494799985,10.976311100479693,1.494799985,10.976311100479693,1.494799985,10.976311100479693
1.3481638380177776,11.246830729329227,1.3481638380177776,11.246830729329227,1.3481638380177776,11.246830729329227
