Start,End
1518198853102.0,1518198854102.0
1518198853202.0,1518198854202.0
1518198853302.0,1518198854302.0
1518198853402.0,1518198854402.0
1518198853502.0,1518198854502.0
1518198853602.0,1518198854602.0
1518198853702.0,1518198854702.0
1518198853802.0,1518198854802.0
1518198853902.0,1518198854902.0
1518198854002.0,1518198855002.0
1518198854102.0,1518198855102.0
1518198854202.0,1518198855202.0
1518198854302.0,1518198855302.0
1518198854402.0,1518198855402.0
1518198854502.0,1518198855502.0
1518198854602.0,1518198855602.0
1518198854702.0,1518198855702.0
1518198854802.0,1518198855802.0
1518198854902.0,1518198855902.0
1518198855002.0,1518198856002.0
1518198855102.0,1518198856102.0
1518198855202.0,1518198856202.0
1518198855302.0,1518198856302.0
1518198855402.0,1518198856402.0
1518198855502.0,1518198856502.0
1518198855602.0,1518198856602.0
1518198855702.0,1518198856702.0
1518198855802.0,1518198856802.0
1518198855902.0,1518198856902.0
1518198856002.0,1518198857002.0
1518198856102.0,1518198857102.0
1518198856202.0,1518198857202.0
1518198856302.0,1518198857302.0
1518198856402.0,1518198857402.0
1518198856502.0,1518198857502.0
1518198856602.0,1518198857602.0
1518198856702.0,1518198857702.0
1518198856802.0,1518198857802.0
1518198856902.0,1518198857902.0
1518198857002.0,1518198858002.0
1518198857102.0,1518198858102.0
1518198857202.0,1518198858202.0
1518198857302.0,1518198858302.0
1518198857402.0,1518198858402.0
1518198857502.0,1518198858502.0
1518198857602.0,1518198858602.0
1518198857702.0,1518198858702.0
1518198857802.0,1518198858802.0
1518198857902.0,1518198858902.0
1518198858002.0,1518198859002.0
1518198858102.0,1518198859102.0
1518198858202.0,1518198859202.0
1518198858302.0,1518198859302.0
1518198858402.0,1518198859402.0
1518198858502.0,1518198859502.0
1518198858602.0,1518198859602.0
1518198858702.0,1518198859702.0
1518198858802.0,1518198859802.0
1518198858902.0,1518198859902.0
1518198859002.0,1518198860002.0
1518198859102.0,1518198860102.0
1518198859202.0,1518198860202.0
1518198859302.0,1518198860302.0
1518198859402.0,1518198860402.0
1518198859502.0,1518198860502.0
1518198859602.0,1518198860602.0
1518198859702.0,1518198860702.0
1518198859802.0,1518198860802.0
1518198859902.0,1518198860902.0
1518198860002.0,1518198861002.0
1518198860102.0,1518198861102.0
1518198860202.0,1518198861202.0
1518198860302.0,1518198861302.0
1518198860402.0,1518198861402.0
1518198860502.0,1518198861502.0
1518198860602.0,1518198861602.0
1518198860702.0,1518198861702.0
1518198860802.0,1518198861802.0
1518198860902.0,1518198861902.0
1518198861002.0,1518198862002.0
1518198861102.0,1518198862102.0
1518198861202.0,1518198862202.0
1518198861302.0,1518198862302.0
1518198861402.0,1518198862402.0
1518198861502.0,1518198862502.0
1518198861602.0,1518198862602.0
1518198861702.0,1518198862702.0
1518198861802.0,1518198862802.0
1518198861902.0,1518198862902.0
1518198862002.0,1518198863002.0
1518198862102.0,1518198863102.0
1518198862202.0,1518198863202.0
1518198862302.0,1518198863302.0
1518198862402.0,1518198863402.0
1518198862502.0,1518198863502.0
1518198862602.0,1518198863602.0
1518198862702.0,1518198863702.0
1518198862802.0,1518198863802.0
1518198862902.0,1518198863902.0
1518198863002.0,1518198864002.0
1518198863102.0,1518198864102.0
1518198863202.0,1518198864202.0
1518198863302.0,1518198864302.0
1518198863402.0,1518198864402.0
1518198863502.0,1518198864502.0
1518198863602.0,1518198864602.0
1518198863702.0,1518198864702.0
1518198863802.0,1518198864802.0
1518198863902.0,1518198864902.0
1518198864002.0,1518198865002.0
1518198864102.0,1518198865102.0
1518198864202.0,1518198865202.0
1518198864302.0,1518198865302.0
1518198864402.0,1518198865402.0
1518198864502.0,1518198865502.0
1518198864602.0,1518198865602.0
1518198864702.0,1518198865702.0
1518198864802.0,1518198865802.0
1518198864902.0,1518198865902.0
1518198865002.0,1518198866002.0
1518198865102.0,1518198866102.0
1518198865202.0,1518198866202.0
1518198865302.0,1518198866302.0
1518198865402.0,1518198866402.0
1518198865502.0,1518198866502.0
1518198865602.0,1518198866602.0
1518198865702.0,1518198866702.0
1518198865802.0,1518198866802.0
1518198865902.0,1518198866902.0
1518198866002.0,1518198867002.0
1518198866102.0,1518198867102.0
1518198866202.0,1518198867202.0
1518198866302.0,1518198867302.0
1518198866402.0,1518198867402.0
1518198866502.0,1518198867502.0
1518198866602.0,1518198867602.0
1518198866702.0,1518198867702.0
1518198866802.0,1518198867802.0
1518198866902.0,1518198867902.0
1518198867002.0,1518198868002.0
1518198867102.0,1518198868102.0
1518198867202.0,1518198868202.0
1518198867302.0,1518198868302.0
1518198867402.0,1518198868402.0
1518198867502.0,1518198868502.0
1518198867602.0,1518198868602.0
1518198867702.0,1518198868702.0
1518198867802.0,1518198868802.0
1518198867902.0,1518198868902.0
1518198868002.0,1518198869002.0
1518198868102.0,1518198869102.0
1518198868202.0,1518198869202.0
1518198868302.0,1518198869302.0
1518198868402.0,1518198869402.0
1518198868502.0,1518198869502.0
1518198868602.0,1518198869602.0
1518198868702.0,1518198869702.0
1518198868802.0,1518198869802.0
1518198868902.0,1518198869902.0
1518198869002.0,1518198870002.0
1518198869102.0,1518198870102.0
1518198869202.0,1518198870202.0
1518198869302.0,1518198870302.0
1518198869402.0,1518198870402.0
1518198869502.0,1518198870502.0
1518198869602.0,1518198870602.0
1518198869702.0,1518198870702.0
1518198869802.0,1518198870802.0
1518198869902.0,1518198870902.0
1518198870002.0,1518198871002.0
1518198870102.0,1518198871102.0
1518198870202.0,1518198871202.0
1518198870302.0,1518198871302.0
1518198870402.0,1518198871402.0
1518198870502.0,1518198871502.0
1518198870602.0,1518198871602.0
1518198870702.0,1518198871702.0
1518198870802.0,1518198871802.0
1518198870902.0,1518198871902.0
1518198871002.0,1518198872002.0
1518198871102.0,1518198872102.0
1518198871202.0,1518198872202.0
1518198871302.0,1518198872302.0
1518198871402.0,1518198872402.0
1518198871502.0,1518198872502.0
1518198871602.0,1518198872602.0
1518198871702.0,1518198872702.0
1518198871802.0,1518198872802.0
1518198871902.0,1518198872902.0
1518198872002.0,1518198873002.0
1518198872102.0,1518198873102.0
1518198872202.0,1518198873202.0
1518198872302.0,1518198873302.0
1518198872402.0,1518198873402.0
1518198872502.0,1518198873502.0
1518198872602.0,1518198873602.0
1518198872702.0,1518198873702.0
1518198872802.0,1518198873802.0
1518198872902.0,1518198873902.0
1518198873002.0,1518198874002.0
1518198873102.0,1518198874102.0
1518198873202.0,1518198874202.0
1518198873302.0,1518198874302.0
1518198873402.0,1518198874402.0
1518198873502.0,1518198874502.0
1518198873602.0,1518198874602.0
1518198873702.0,1518198874702.0
1518198873802.0,1518198874802.0
1518198873902.0,1518198874902.0
1518198874002.0,1518198875002.0
1518198874102.0,1518198875102.0
1518198874202.0,1518198875202.0
1518198874302.0,1518198875302.0
1518198874402.0,1518198875402.0
1518198874502.0,1518198875502.0
1518198874602.0,1518198875602.0
1518198874702.0,1518198875702.0
1518198874802.0,1518198875802.0
1518198874902.0,1518198875902.0
1518198875002.0,1518198876002.0
1518198875102.0,1518198876102.0
1518198875202.0,1518198876202.0
1518198875302.0,1518198876302.0
1518198875402.0,1518198876402.0
1518198875502.0,1518198876502.0
1518198875602.0,1518198876602.0
1518198875702.0,1518198876702.0
1518198875802.0,1518198876802.0
1518198875902.0,1518198876902.0
1518198876002.0,1518198877002.0
1518198876102.0,1518198877102.0
1518198876202.0,1518198877202.0
1518198876302.0,1518198877302.0
1518198876402.0,1518198877402.0
1518198876502.0,1518198877502.0
1518198876602.0,1518198877602.0
1518198876702.0,1518198877702.0
1518198876802.0,1518198877802.0
1518198876902.0,1518198877902.0
1518198877002.0,1518198878002.0
1518198877102.0,1518198878102.0
1518198877202.0,1518198878202.0
1518198877302.0,1518198878302.0
1518198877402.0,1518198878402.0
1518198877502.0,1518198878502.0
1518198877602.0,1518198878602.0
1518198877702.0,1518198878702.0
1518198877802.0,1518198878802.0
1518198877902.0,1518198878902.0
1518198878002.0,1518198879002.0
1518198878102.0,1518198879102.0
1518198878202.0,1518198879202.0
1518198878302.0,1518198879302.0
1518198878402.0,1518198879402.0
1518198878502.0,1518198879502.0
1518198878602.0,1518198879602.0
1518198878702.0,1518198879702.0
1518198878802.0,1518198879802.0
1518198878902.0,1518198879902.0
1518198879002.0,1518198880002.0
1518198879102.0,1518198880102.0
1518198879202.0,1518198880202.0
1518198879302.0,1518198880302.0
1518198879402.0,1518198880402.0
1518198879502.0,1518198880502.0
1518198879602.0,1518198880602.0
1518198879702.0,1518198880702.0
1518198879802.0,1518198880802.0
1518198879902.0,1518198880902.0
1518198880002.0,1518198881002.0
1518198880102.0,1518198881102.0
1518198880202.0,1518198881202.0
1518198880302.0,1518198881302.0
1518198880402.0,1518198881402.0
1518198880502.0,1518198881502.0
1518198880602.0,1518198881602.0
1518198880702.0,1518198881702.0
1518198880802.0,1518198881802.0
1518198880902.0,1518198881902.0
1518198881002.0,1518198882002.0
1518198881102.0,1518198882102.0
1518198881202.0,1518198882202.0
1518198881302.0,1518198882302.0
1518198881402.0,1518198882402.0
1518198881502.0,1518198882502.0
1518198881602.0,1518198882602.0
1518198881702.0,1518198882702.0
1518198881802.0,1518198882802.0
1518198881902.0,1518198882902.0
1518198882002.0,1518198883002.0
1518198882102.0,1518198883102.0
1518198882202.0,1518198883202.0
1518198882302.0,1518198883302.0
1518198882402.0,1518198883402.0
1518198882502.0,1518198883502.0
1518198882602.0,1518198883602.0
1518198882702.0,1518198883702.0
1518198882802.0,1518198883802.0
1518198882902.0,1518198883902.0
1518198883002.0,1518198884002.0
1518198883102.0,1518198884102.0
1518198883202.0,1518198884202.0
1518198883302.0,1518198884302.0
1518198883402.0,1518198884402.0
1518198883502.0,1518198884502.0
1518198883602.0,1518198884602.0
1518198883702.0,1518198884702.0
1518198883802.0,1518198884802.0
1518198883902.0,1518198884902.0
1518198884002.0,1518198885002.0
1518198884102.0,1518198885102.0
1518198884202.0,1518198885202.0
1518198884302.0,1518198885302.0
1518198884402.0,1518198885402.0
1518198884502.0,1518198885502.0
1518198884602.0,1518198885602.0
1518198884702.0,1518198885702.0
1518198884802.0,1518198885802.0
1518198884902.0,1518198885902.0
1518198885002.0,1518198886002.0
1518198885102.0,1518198886102.0
1518198885202.0,1518198886202.0
1518198885302.0,1518198886302.0
1518198885402.0,1518198886402.0
1518198885502.0,1518198886502.0
1518198885602.0,1518198886602.0
1518198885702.0,1518198886702.0
1518198885802.0,1518198886802.0
1518198885902.0,1518198886902.0
1518198886002.0,1518198887002.0
1518198886102.0,1518198887102.0
1518198886202.0,1518198887202.0
1518198886302.0,1518198887302.0
1518198886402.0,1518198887402.0
1518198886502.0,1518198887502.0
1518198886602.0,1518198887602.0
1518198886702.0,1518198887702.0
1518198886802.0,1518198887802.0
1518198886902.0,1518198887902.0
1518198887002.0,1518198888002.0
1518198887102.0,1518198888102.0
1518198887202.0,1518198888202.0
1518198887302.0,1518198888302.0
1518198887402.0,1518198888402.0
1518198887502.0,1518198888502.0
1518198887602.0,1518198888602.0
1518198887702.0,1518198888702.0
1518198887802.0,1518198888802.0
1518198887902.0,1518198888902.0
1518198888002.0,1518198889002.0
1518198888102.0,1518198889102.0
1518198888202.0,1518198889202.0
1518198888302.0,1518198889302.0
1518198888402.0,1518198889402.0
1518198888502.0,1518198889502.0
1518198888602.0,1518198889602.0
1518198888702.0,1518198889702.0
1518198888802.0,1518198889802.0
1518198888902.0,1518198889902.0
1518198889002.0,1518198890002.0
