Mean_AccelX,Variance_AccelX,Mean_AccelY,Variance_AccelY,Mean_AccelZ,Variance_AccelZ
3.2543650548222214,5.131886755385987,3.2543650548222214,5.131886755385987,3.2543650548222214,5.131886755385987
2.9919846817999995,5.001098065114237,2.9919846817999995,5.001098065114237,2.9919846817999995,5.001098065114237
2.9919846817999995,5.001098065114237,2.9919846817999995,5.001098065114237,2.9919846817999995,5.001098065114237
2.749361389222222,5.142100705848321,2.749361389222222,5.142100705848321,2.749361389222222,5.142100705848321
2.749361389222222,5.142100705848321,2.749361389222222,5.142100705848321,2.749361389222222,5.142100705848321
2.5360907170888884,5.284874535482467,2.5360907170888884,5.284874535482467,2.5360907170888884,5.284874535482467
2.5360907170888884,5.284874535482467,2.5360907170888884,5.284874535482467,2.5360907170888884,5.284874535482467
2.309876116066666,5.45337904496671,2.309876116066666,5.45337904496671,2.309876116066666,5.45337904496671
2.309876116066666,5.45337904496671,2.309876116066666,5.45337904496671,2.309876116066666,5.45337904496671
2.1117551839333326,5.5621888992309785,2.1117551839333326,5.5621888992309785,2.1117551839333326,5.5621888992309785
2.1117551839333326,5.5621888992309785,2.1117551839333326,5.5621888992309785,2.1117551839333326,5.5621888992309785
1.8587323155777773,6.163038433412011,1.8587323155777773,6.163038433412011,1.8587323155777773,6.163038433412011
1.8587323155777773,6.163038433412011,1.8587323155777773,6.163038433412011,1.8587323155777773,6.163038433412011
1.6276776269999995,6.457128099770068,1.6276776269999995,6.457128099770068,1.6276776269999995,6.457128099770068
1.6276776269999995,6.457128099770068,1.6276776269999995,6.457128099770068,1.6276776269999995,6.457128099770068
1.3682436243333327,6.877282935016412,1.3682436243333327,6.877282935016412,1.3682436243333327,6.877282935016412
1.3682436243333327,6.877282935016412,1.3682436243333327,6.877282935016412,1.3682436243333327,6.877282935016412
1.1433355798888885,7.255173227992836,1.1433355798888885,7.255173227992836,1.1433355798888885,7.255173227992836
1.1433355798888885,7.255173227992836,1.1433355798888885,7.255173227992836,1.1433355798888885,7.255173227992836
0.8705450493999997,8.062028382289274,0.8705450493999997,8.062028382289274,0.8705450493999997,8.062028382289274
0.8705450493999997,8.062028382289274,0.8705450493999997,8.062028382289274,0.8705450493999997,8.062028382289274
0.6202252215777776,8.521770212964494,0.6202252215777776,8.521770212964494,0.6202252215777776,8.521770212964494
0.6202252215777776,8.521770212964494,0.6202252215777776,8.521770212964494,0.6202252215777776,8.521770212964494
0.356183877222222,9.097602354127684,0.356183877222222,9.097602354127684,0.356183877222222,9.097602354127684
0.356183877222222,9.097602354127684,0.356183877222222,9.097602354127684,0.356183877222222,9.097602354127684
0.13462951286666644,9.496265897181631,0.13462951286666644,9.496265897181631,0.13462951286666644,9.496265897181631
0.13462951286666644,9.496265897181631,0.13462951286666644,9.496265897181631,0.13462951286666644,9.496265897181631
-0.15511454793333324,10.461050162200603,-0.15511454793333324,10.461050162200603,-0.15511454793333324,10.461050162200603
