Time,AccelX,AccelY,AccelZ
1518198096242.0,3.957205195,0.7171235006666665,6.164852803333335
1518198096443.0,4.037106318333333,0.5380402423333335,6.047262476666669
1518198096645.0,4.164694208333333,0.1592438423333338,5.982754426666667
1518198096846.0,4.213809198333333,-0.29310602433333327,5.560555946666668
1518198097047.0,4.309103388333333,-0.511465404333333,5.28086235
1518198097249.0,4.5986358449999996,-1.2193877709999996,4.786300583333333
1518198097450.0,4.540792828333332,-1.3991851409999998,4.485818412333334
1518198097652.0,4.924746685,-2.0582305576666666,3.935397278999999
1518198097853.0,5.009725931666666,-2.5214507909999995,4.137411445666666
1518198098054.0,4.821676614999999,-2.7787689110000002,3.8066192156666667
1518198098256.0,4.786526468333333,-3.384494011,3.608096272333334
1518198098457.0,4.5556304716666665,-3.6879913309999997,3.0691802623333335
1518198098659.0,4.506277445,-3.964828497666667,2.7303741166666664
1518198098860.0,4.8096954016666675,-4.685128797666667,2.0560149833333328
1518198099062.0,5.035592625000001,-4.880874654333334,1.6626189933333329
1518198099263.0,4.908877538333334,-5.038296535666667,1.420614606666666
1518198099464.0,4.869839452333334,-5.690518202333333,0.3380218399999996
1518198099666.0,4.6584624990000005,-6.0356720023333335,-0.6837127933333332
1518198099867.0,4.674331639000001,-6.177621465,-0.9894317899999999
1518198100069.0,4.799221775666667,-6.604580698333334,-1.4042511333333334
1518198100270.0,4.603713962333332,-7.924060101666667,-1.7843170433333333
1518198100473.0,4.169613629,-7.428784211666667,-2.31410831
1518198100675.0,3.815573115666668,-7.432830845000001,-2.276736483333333
1518198100875.0,4.162948615666668,-7.875738568333333,-2.0105316566666667
1518198101077.0,3.6446624690000005,-7.692529334999999,-2.27983098
1518198101279.0,3.2436492690000005,-7.284454383999998,-2.0558380599999997
1518198101481.0,3.6303008923333335,-7.587475637999999,-2.19350286
1518198101682.0,3.467324823,-7.793853821333332,-2.4877167159999996
1518198101882.0,3.5603973296666664,-7.355072081333334,-2.4080536293333332
1518198102083.0,3.4355072063333325,-7.477343801333333,-2.501919596
1518198102286.0,3.7663788063333334,-8.329833991333333,-2.8457245293333324
1518198102487.0,2.985934472999999,-8.680621332999998,-3.3666290693333325
1518198102688.0,2.616659572999999,-8.377758776333332,-3.8168365859999986
1518198102889.0,2.620706206333333,-8.319836409666665,-3.857064855999999
1518198103091.0,2.568734772999999,-8.960394263,-3.8102508926666654
1518198103294.0,1.929446456333333,-8.229699686333333,-3.7958893159999985
1518198103495.0,1.7659149629999997,-8.348242166333334,-3.883963044999998
1518198103696.0,2.0741730296666665,-8.549304183,-3.5294464449999987
1518198103898.0,1.9811005196666662,-8.412591516333334,-4.243557778333332
1518198104099.0,2.223977716333333,-8.211450163000002,-4.128347814999999
1518198104299.0,2.6493500196666666,-8.212084929666666,-4.602359038333332
1518198104501.0,2.7075104196666664,-8.157495086333334,-4.466122461666665
1518198104702.0,2.616818279666666,-8.131945766333336,-4.417642236999999
