Mean_AccelX,Variance_AccelX,Mean_AccelY,Variance_AccelY,Mean_AccelZ,Variance_AccelZ
3.3552028312222224,5.8078800877081305,3.3552028312222224,5.8078800877081305,3.3552028312222224,5.8078800877081305
3.176960641777778,6.396446026124006,3.176960641777778,6.396446026124006,3.176960641777778,6.396446026124006
3.176960641777778,6.396446026124006,3.176960641777778,6.396446026124006,3.176960641777778,6.396446026124006
2.9772951126,6.928037905181873,2.9772951126,6.928037905181873,2.9772951126,6.928037905181873
2.9772951126,6.928037905181873,2.9772951126,6.928037905181873,2.9772951126,6.928037905181873
2.743643174533333,7.652306737093441,2.743643174533333,7.652306737093441,2.743643174533333,7.652306737093441
2.743643174533333,7.652306737093441,2.743643174533333,7.652306737093441,2.743643174533333,7.652306737093441
2.5532716722444437,8.648112369645004,2.5532716722444437,8.648112369645004,2.5532716722444437,8.648112369645004
2.5532716722444437,8.648112369645004,2.5532716722444437,8.648112369645004,2.5532716722444437,8.648112369645004
2.338006777955555,9.617232632340661,2.338006777955555,9.617232632340661,2.338006777955555,9.617232632340661
2.338006777955555,9.617232632340661,2.338006777955555,9.617232632340661,2.338006777955555,9.617232632340661
2.1276454494444446,10.679364008096856,2.1276454494444446,10.679364008096856,2.1276454494444446,10.679364008096856
2.1276454494444446,10.679364008096856,2.1276454494444446,10.679364008096856,2.1276454494444446,10.679364008096856
1.8816050029999998,11.737523855159756,1.8816050029999998,11.737523855159756,1.8816050029999998,11.737523855159756
1.8816050029999998,11.737523855159756,1.8816050029999998,11.737523855159756,1.8816050029999998,11.737523855159756
1.6462656468444443,12.534740633207349,1.6462656468444443,12.534740633207349,1.6462656468444443,12.534740633207349
1.6462656468444443,12.534740633207349,1.6462656468444443,12.534740633207349,1.6462656468444443,12.534740633207349
1.3499253135777778,13.471803384059355,1.3499253135777778,13.471803384059355,1.3499253135777778,13.471803384059355
1.3499253135777778,13.471803384059355,1.3499253135777778,13.471803384059355,1.3499253135777778,13.471803384059355
1.0811126498666668,14.55756120791569,1.0811126498666668,14.55756120791569,1.0811126498666668,14.55756120791569
1.0811126498666668,14.55756120791569,1.0811126498666668,14.55756120791569,1.0811126498666668,14.55756120791569
0.8331837751777778,15.306548064755443,0.8331837751777778,15.306548064755443,0.8331837751777778,15.306548064755443
0.8331837751777778,15.306548064755443,0.8331837751777778,15.306548064755443,0.8331837751777778,15.306548064755443
0.5385520209777778,16.539816717495732,0.5385520209777778,16.539816717495732,0.5385520209777778,16.539816717495732
0.5385520209777778,16.539816717495732,0.5385520209777778,16.539816717495732,0.5385520209777778,16.539816717495732
0.18303566360000031,17.804134830240066,0.18303566360000031,17.804134830240066,0.18303566360000031,17.804134830240066
0.18303566360000031,17.804134830240066,0.18303566360000031,17.804134830240066,0.18303566360000031,17.804134830240066
-0.12851788328888883,18.599823983665683,-0.12851788328888883,18.599823983665683,-0.12851788328888883,18.599823983665683
-0.12851788328888883,18.599823983665683,-0.12851788328888883,18.599823983665683,-0.12851788328888883,18.599823983665683
-0.463647684622222,19.513405301537702,-0.463647684622222,19.513405301537702,-0.463647684622222,19.513405301537702
-0.463647684622222,19.513405301537702,-0.463647684622222,19.513405301537702,-0.463647684622222,19.513405301537702
-0.8900382707555555,21.314142455223656,-0.8900382707555555,21.314142455223656,-0.8900382707555555,21.314142455223656
-0.8900382707555555,21.314142455223656,-0.8900382707555555,21.314142455223656,-0.8900382707555555,21.314142455223656
-1.2294130696,22.042588581740265,-1.2294130696,22.042588581740265,-1.2294130696,22.042588581740265
-1.2294130696,22.042588581740265,-1.2294130696,22.042588581740265,-1.2294130696,22.042588581740265
-1.4849511973333338,22.441700287502865,-1.4849511973333338,22.441700287502865,-1.4849511973333338,22.441700287502865
-1.4849511973333338,22.441700287502865,-1.4849511973333338,22.441700287502865,-1.4849511973333338,22.441700287502865
-1.7003245302222225,23.249562052064164,-1.7003245302222225,23.249562052064164,-1.7003245302222225,23.249562052064164
